Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Subject,Highest education level completed,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6376ab3085b6ce7bd01112cf,5dde894d83e309df96b835a2,APPROVED,2022-11-17T21:44:21.924000Z,2022-11-17T21:46:43.694000Z,2022-11-18T22:09:57.735000,2022-11-17T21:46:44.256046Z,142,CUJVCRTW,500,"Italian, English","Economics, Mathematics, Business",Undergraduate degree (BA/BSc/other),25,Female,White,Italy,United Kingdom,Italy,Italian,Yes,Part-Time
6376ab35501c0a72be423b79,614fb54a636d939d60da5818,APPROVED,2022-11-17T21:44:21.977000Z,2022-11-17T21:58:47.900000Z,2022-11-18T22:09:57.823000,2022-11-17T21:58:48.413235Z,866,NOCODE,258,English,"Computer Science, Computing (IT), Mathematics",Undergraduate degree (BA/BSc/other),26,Male,White,Italy,Italy,Italy,Italian,Yes,Other
6376ab3f1b1d1bb1e0a1cd09,5d811e6ab395350018786d78,APPROVED,2022-11-17T21:44:31.201000Z,2022-11-17T21:48:00.253000Z,2022-11-18T22:09:57.907000,2022-11-17T21:48:00.553712Z,210,CUJVCRTW,496,"English, Greek","Physics, Mathematics, Computer Science, Computing (IT)",Undergraduate degree (BA/BSc/other),37,Male,White,Greece,Greece,Greece,Greek,Yes,Part-Time
6376ab42345e6d660cee4dc2,5e638770b45c641082fd309f,APPROVED,2022-11-17T21:45:29.984000Z,2022-11-17T21:54:00.497000Z,2022-11-18T22:09:57.994000,2022-11-17T21:54:00.922179Z,511,CUJVCRTW,410,"English, Greek","Biological Sciences, Mathematics",Graduate degree (MA/MSc/MPhil/other),39,Male,White,Greece,Greece,Greece,Greek,Yes,Part-Time
6376ab4cd19fafcc01af99af,615e04283f4381cb55f9384a,APPROVED,2022-11-17T21:46:46.896000Z,2022-11-17T22:04:21.875000Z,2022-11-18T22:09:58.082000,2022-11-17T22:04:22.386433Z,1055,CUJVCRTW,168,English,"Accounting, Computing (IT)",Undergraduate degree (BA/BSc/other),27,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
6376ab98042465ddf2491578,6147aed5b2a4f748dc2b6ba4,APPROVED,2022-11-17T21:46:15.545000Z,2022-11-17T21:49:41.950000Z,2022-11-18T22:09:58.166000,2022-11-17T21:49:42.264364Z,207,CUJVCRTW,118,"English, Russian, Ukrainian","Computer Science, Computing (IT)",Undergraduate degree (BA/BSc/other),24,Female,White,Ukraine,Canada,Ukraine,Ukrainian,Yes,Full-Time
6376abb9efd3db5c5a1aa81f,5d7513fbad0dbc00010f8fa8,APPROVED,2022-11-17T21:46:43.090000Z,2022-11-17T21:51:31.256000Z,2022-11-18T22:09:58.253000,2022-11-17T21:51:31.576318Z,289,CUJVCRTW,119,"English, Spanish","Computer Science, Computing (IT)",Undergraduate degree (BA/BSc/other),21,Male,White,Mexico,Mexico,Mexico,Spanish,Yes,Part-Time
6376abcd147a9cf3e466fa67,60b97d2809d43ab2f0614bb9,APPROVED,2022-11-17T21:46:56.235000Z,2022-11-17T21:54:03.088000Z,2022-11-18T22:09:58.340000,2022-11-17T21:54:03.472462Z,427,CUJVCRTW,167,"Portuguese, English",Computer Science,Graduate degree (MA/MSc/MPhil/other),22,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
6376abd0345e6d660cee4dd3,602bfa74abe14141ae89b2fe,APPROVED,2022-11-17T21:46:56.549000Z,2022-11-17T21:56:25.240000Z,2022-11-18T22:09:58.425000,2022-11-17T21:56:25.674505Z,569,CUJVCRTW,252,"English, Portuguese","Medicine, Pharmacology, Computer Science, Computing (IT), Genetics",Undergraduate degree (BA/BSc/other),23,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking)
6376abd72f1bc17b5504d5d6,5dab6e7d80e1780016d5bc9b,APPROVED,2022-11-17T21:47:03.873000Z,2022-11-17T21:59:32.886000Z,2022-11-18T22:09:58.512000,2022-11-17T21:59:33.325773Z,750,CUJVCRTW,387,"English, Italian","Art and/or design, Communication and/or Media, Computer Science, Fashion and textiles, Sociology",Graduate degree (MA/MSc/MPhil/other),22,Female,White,Italy,Italy,Italy,Italian,Yes,Other
6376abdc480aca5ff877d0d6,5f4a00484ad3d6567e29c130,APPROVED,2022-11-17T21:47:32.511000Z,2022-11-17T21:49:14.178000Z,2022-11-18T22:09:58.599000,2022-11-17T21:49:14.540536Z,102,CUJVCRTW,166,"Danish, Croatian, English",Computer Science,Graduate degree (MA/MSc/MPhil/other),25,Male,White,Denmark,Denmark,Denmark,Danish,Yes,Unemployed (and job seeking)
6376abfe0bef96598a6aec5f,5f64618d2058941e47dd171d,APPROVED,2022-11-17T21:47:49.421000Z,2022-11-17T21:51:30.225000Z,2022-11-18T22:09:58.686000,2022-11-17T21:51:30.784453Z,221,CUJVCRTW,48,"English, Russian, Polish",Computing (IT),Graduate degree (MA/MSc/MPhil/other),DATA_EXPIRED,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,Due to start a new job within the next month
6376ac2def24ccf3cb8940e8,5f122185c6bb8d058137b3b2,APPROVED,2022-11-17T21:48:29.751000Z,2022-11-17T21:51:14.445000Z,2022-11-18T22:09:58.775000,2022-11-17T21:51:14.851601Z,165,CUJVCRTW,569,English,Computing (IT),Undergraduate degree (BA/BSc/other),20,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
6376ac42cc69caf5723158df,613aaf8a8dc36e94fa4f1ba7,APPROVED,2022-11-17T21:48:50.931000Z,2022-11-17T21:51:13.735000Z,2022-11-18T22:09:58.860000,2022-11-17T21:51:14.133858Z,143,CUJVCRTW,197,"English, Spanish",Computer Science,Graduate degree (MA/MSc/MPhil/other),28,Male,Mixed,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED
6376ac4a4fe97664aef70d79,60039c6012ce1b49cdb1b755,APPROVED,2022-11-17T21:49:04.138000Z,2022-11-17T21:57:32.802000Z,2022-11-18T22:09:58.948000,2022-11-17T21:57:33.138633Z,509,CUJVCRTW,150,"Portuguese, English",Computer Science,Undergraduate degree (BA/BSc/other),21,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking)
6376ac562cf876db13002496,5d02ed8f7a3c0f0015cd3230,APPROVED,2022-11-17T21:49:10.553000Z,2022-11-17T21:58:23.930000Z,2022-11-18T22:09:59.030000,2022-11-17T21:58:24.371526Z,554,CUJVCRTW,567,"Spanish, English, German, Galician, Portuguese","Computing (IT), Computer Science, Engineering, Mathematics",Undergraduate degree (BA/BSc/other),23,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
6376ac625db5daa746718c30,5e82288d93f92105424b8301,APPROVED,2022-11-17T21:49:25.558000Z,2022-11-17T21:53:06.206000Z,2022-11-18T22:09:59.117000,2022-11-17T21:53:06.601817Z,221,CUJVCRTW,267,"Italian, English","Mathematics, Computing (IT), Computer Science",Graduate degree (MA/MSc/MPhil/other),29,Male,White,Italy,Italy,Italy,Italian,No,Full-Time
6376acbf71046c6b5fd63670,60feca537ed1de34c8ddbbab,APPROVED,2022-11-17T21:50:57.654000Z,2022-11-17T21:55:36.211000Z,2022-11-18T22:09:59.210000,2022-11-17T21:55:36.551302Z,279,CUJVCRTW,591,"Chinese, English, Uzbek, Mandarin","Science, Earth Sciences, Engineering, Mathematics",Graduate degree (MA/MSc/MPhil/other),28,Female,Asian,China,United Kingdom,China,Uzbek,DATA_EXPIRED,Full-Time
6376acc3d19fafcc01af99e4,5ea95e2f2e7de903e2a9c78f,APPROVED,2022-11-17T21:50:59.033000Z,2022-11-17T21:54:48.868000Z,2022-11-18T22:09:59.337000,2022-11-17T21:54:49.560894Z,230,CUJVCRTW,188,"Portuguese, English","Engineering, Computer Science, Computing (IT)",Graduate degree (MA/MSc/MPhil/other),24,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
6376acdd13b8d1a6780024f6,60f48efecd0938da7c2f5dbc,APPROVED,2022-11-17T21:52:08.360000Z,2022-11-17T22:08:59.254000Z,2022-11-18T22:09:59.465000,2022-11-17T22:09:00.040453Z,1011,CUJVCRTW,222,English,"Engineering, Mathematics",Undergraduate degree (BA/BSc/other),25,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
6376acf0259f781a0977d0af,6153ae1e87ecf23bc773fd2d,APPROVED,2022-11-17T21:51:44.280000Z,2022-11-17T22:33:49.456000Z,2022-11-18T22:09:59.556000,2022-11-17T22:33:50.022298Z,2526,CUJVCRTW,184,"English, Portuguese",Computing (IT),Undergraduate degree (BA/BSc/other),22,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
6376acfa5e8526b7746ced37,5eee30178ad8d20a8354fbac,APPROVED,2022-11-17T21:52:09.776000Z,2022-11-17T22:01:39.880000Z,2022-11-18T22:09:59.643000,2022-11-17T22:01:40.223565Z,571,CUJVCRTW,191,"Afrikaans, English",Computer Science,Undergraduate degree (BA/BSc/other),29,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
6376acfd287d74ea16d6369b,59b39cd4c05bb50001eb3b81,APPROVED,2022-11-17T21:52:30.110000Z,2022-11-17T21:56:06.580000Z,2022-11-18T22:09:59.900000,2022-11-17T21:56:07.018293Z,217,CUJVCRTW,218,"English, Finnish",Computer Science,Undergraduate degree (BA/BSc/other),31,Male,White,Finland,Finland,Finland,Finnish,Yes,Other
6376ad0a71046c6b5fd63674,56fad9e4997828000c802706,APPROVED,2022-11-17T21:52:10.866000Z,2022-11-17T21:56:03.526000Z,2022-11-18T22:09:59.987000,2022-11-17T21:56:03.890945Z,233,CUJVCRTW,2747,English,"Computer Science, Education",Graduate degree (MA/MSc/MPhil/other),38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
6376ad12fc8590a811d636c8,5f22ea5ece2fd801e81079b9,APPROVED,2022-11-17T21:52:18.805000Z,2022-11-17T22:01:57.988000Z,2022-11-18T22:10:00.075000,2022-11-17T22:01:58.365242Z,580,CUJVCRTW,222,"French, English",Computer Science,Graduate degree (MA/MSc/MPhil/other),26,Male,White,United Kingdom,France,United Kingdom,English,Yes,DATA_EXPIRED
6376ad180de3dd95f6d24730,5f63bfde15806b111703d6f9,APPROVED,2022-11-17T21:52:46.816000Z,2022-11-17T22:02:41.120000Z,2022-11-18T22:10:00.163000,2022-11-17T22:02:41.440864Z,595,CUJVCRTW,108,"Polish, English","Finance, Business, English Language, Mathematics, Marketing",Undergraduate degree (BA/BSc/other),23,Male,White,Poland,Poland,Poland,Polish,Yes,Part-Time
6376ad66fc4e4d6191261db4,60185218bc28d50a56653c58,APPROVED,2022-11-17T21:53:42.269000Z,2022-11-17T22:01:25.378000Z,2022-11-18T22:10:00.253000,2022-11-17T22:01:25.708059Z,464,CUJVCRTW,243,"English, German, Italian, Polish, French",Computing (IT),Undergraduate degree (BA/BSc/other),21,Male,White,Poland,Poland,Poland,Polish,Yes,Other
6376ad73faa6efeded1aa83e,5fd8a13aaf5bd723a0e0e3fa,APPROVED,2022-11-17T21:53:57.154000Z,2022-11-17T22:03:51.482000Z,2022-11-18T22:10:00.344000,2022-11-17T22:03:51.943289Z,595,CUJVCRTW,285,"English, Portuguese",Computing (IT),Undergraduate degree (BA/BSc/other),30,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking)
6376ad7bb10593c1347ae375,60f8a5971d6b8523d04a321f,APPROVED,2022-11-17T21:54:53.819000Z,2022-11-17T22:00:18.529000Z,2022-11-18T22:10:00.433000,2022-11-17T22:00:19.011586Z,325,CUJVCRTW,173,English,Computing (IT),Graduate degree (MA/MSc/MPhil/other),25,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
6376adb90f4d9a1e0c2a547f,6026bdfaf5361f3d0273bb9c,APPROVED,2022-11-17T21:55:13.377000Z,2022-11-17T22:09:42.498000Z,2022-11-18T22:10:00.525000,2022-11-17T22:09:42.858580Z,870,CUJVCRTW,66,"Afrikaans, English","Computer Science, Genetics",Undergraduate degree (BA/BSc/other),21,Male,White,South Africa,South Africa,South Africa,Afrikaans,Yes,Other
6376b5ed944076019fdc3e0a,5f97e6601f6d0e016087fc91,APPROVED,2022-11-17T22:30:05.795000Z,2022-11-17T22:55:03.386000Z,2022-11-18T22:10:00.616000,2022-11-17T22:55:04.046248Z,1498,CUJVCRTW,719,"English, Polish, German",Computing (IT),Graduate degree (MA/MSc/MPhil/other),29,Male,White,Poland,Poland,Poland,Polish,Yes,Full-Time
6376bcf540aadc26397ae362,5c573e54e9813700018acc31,APPROVED,2022-11-17T23:03:26.700000Z,2022-11-17T23:11:58.012000Z,2022-11-18T22:10:00.708000,2022-11-17T23:11:58.569527Z,512,CUJVCRTW,697,"English, Portuguese",Computing (IT),Graduate degree (MA/MSc/MPhil/other),29,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
