Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Highest education level completed,Subject,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6378105dec26dcc35872e68f,63659992ba948112342d05fd,AWAITING REVIEW,2022-11-18T23:08:13.398000Z,2022-11-18T23:16:11.040000Z,,2022-11-18T23:16:11.431989Z,478,CUJVCRTW,31,"Chinese, Mandarin, English",Undergraduate degree (BA/BSc/other),"Business, Computer Science",27,Male,Asian,China,United Kingdom,China,Mandarin,Yes,Part-Time
6378106ce86c32084b491553,5d45d2c3b30ae50001578172,AWAITING REVIEW,2022-11-18T23:08:38.320000Z,2022-11-18T23:11:56.585000Z,,2022-11-18T23:11:56.892170Z,199,CUJVCRTW,848,English,Undergraduate degree (BA/BSc/other),Computing (IT),42,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
637810c63e58dac328457b75,60282b06b16a45138fc78c77,AWAITING REVIEW,2022-11-18T23:10:03.493000Z,2022-11-18T23:12:50.185000Z,,2022-11-18T23:12:50.528161Z,167,CUJVCRTW,220,"English, Portuguese, Spanish, French, German, Italian",Graduate degree (MA/MSc/MPhil/other),"Engineering, Mathematics, Physics, Management, Finance",26,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
63781131318aef78630f57af,6123ea6c873f4f6d73a74029,AWAITING REVIEW,2022-11-18T23:11:54.339000Z,2022-11-18T23:15:47.780000Z,,2022-11-18T23:15:48.119330Z,234,CUJVCRTW,93,"Afrikaans, English",Undergraduate degree (BA/BSc/other),"Psychology, Sociology, Finance, Computer Science, Biology",29,Female,Other,South Africa,South Africa,South Africa,English,No,Full-Time
637811c2dd5713d24066fa66,6144742e57a61e489cc9e978,AWAITING REVIEW,2022-11-18T23:14:10.647000Z,2022-11-18T23:25:05.954000Z,,2022-11-18T23:25:06.454950Z,656,CUJVCRTW,183,English,Undergraduate degree (BA/BSc/other),Computing (IT),24,Male,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
6378124559713a19edd17400,61390b0f0c521df31c9e5fe4,AWAITING REVIEW,2022-11-18T23:18:18.819000Z,2022-11-18T23:23:54.989000Z,,2022-11-18T23:23:55.378739Z,337,CUJVCRTW,182,English,Graduate degree (MA/MSc/MPhil/other),"Computing (IT), Computer Science",33,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
63781259e4a318a439dc3dab,60a3cb60b3e2bdb82a865197,AWAITING REVIEW,2022-11-18T23:16:41.802000Z,2022-11-18T23:20:48.588000Z,,2022-11-18T23:20:48.921974Z,247,CUJVCRTW,182,English,Undergraduate degree (BA/BSc/other),Computing (IT),33,Female,Black,Zimbabwe,South Africa,South Africa,English,Yes,Full-Time
6378126e8d0a1884e47a924b,5f0d9292ab8b8f0008f195dd,AWAITING REVIEW,2022-11-18T23:17:04.958000Z,2022-11-18T23:27:39.176000Z,,2022-11-18T23:27:39.590942Z,635,CUJVCRTW,575,"German, English",Graduate degree (MA/MSc/MPhil/other),Computer Science,30,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,Part-Time
6378141bec26dcc35872e6da,6092e666d6eecc26f1d89b87,AWAITING REVIEW,2022-11-18T23:24:11.873000Z,2022-11-18T23:29:48.007000Z,,2022-11-18T23:29:48.328695Z,337,CUJVCRTW,128,"English, Turkish, Swedish",Undergraduate degree (BA/BSc/other),"Computer Science, Computing (IT)",27,Female,White,Turkey,Sweden,Turkey,Turkish,Yes,Full-Time
637814d73f0b4bf93177d0cb,60ff16c186d2024641575b61,AWAITING REVIEW,2022-11-18T23:27:19.953000Z,2022-11-18T23:50:25.299000Z,,2022-11-18T23:50:25.852655Z,1386,CUJVCRTW,488,"English, German, Hindi, Telugu",Undergraduate degree (BA/BSc/other),Computing (IT),29,Male,Asian,India,Germany,India,English,Yes,Part-Time
6378158a5fec01a749423b36,6154b3a7e4bc93e1ce93c6bc,AWAITING REVIEW,2022-11-18T23:32:52.009000Z,2022-11-18T23:48:09.647000Z,,2022-11-18T23:48:10.024079Z,918,CUJVCRTW,187,"English, Spanish",Undergraduate degree (BA/BSc/other),Computing (IT),20,Male,Other,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time
